1,0,0,0.5,1,0,NaN,NaN
1,0,0,1,1,0,NaN,NaN
1,0,0,1.5,1,0,NaN,NaN
1,0,1,0.5,1,0,NaN,NaN
1,0,1,1,1,0,NaN,NaN
1,0,1,1.5,1,0,NaN,NaN
1,0.3,0,0.5,1,0.27619,416.67,0.45381
1,0.3,0,1,1,0.3391,416.67,0.64387
1,0.3,0,1.5,1,0.35684,154.5,15.966
1,0.3,1,0.5,1,0.3844,93.93,88.025
1,0.3,1,1,1,0.18425,85.219,40.452
1,0.3,1,1.5,1,0.27736,110.77,44.724
1,0.7,0,0.5,1,0.72267,416.67,0.44056
1,0.7,0,1,1,0.68922,284.63,2.8619
1,0.7,0,1.5,1,0.68977,109.31,39.436
1,0.7,1,0.5,1,0.74206,63.25,68.841
1,0.7,1,1,1,0.6085,116.13,51.762
1,0.7,1,1.5,1,0.71872,115.05,55.927
2,0,0,0.5,1,0,NaN,NaN
2,0,0,1,1,0,NaN,NaN
2,0,0,1.5,1,0,NaN,NaN
2,0,1,0.5,1,0,NaN,NaN
2,0,1,1,1,0,NaN,NaN
2,0,1,1.5,1,0,NaN,NaN
2,0.3,0,0.5,1,0.33908,416.67,0.50021
2,0.3,0,1,1,0.20231,187.74,10.957
2,0.3,0,1.5,1,0.27926,154.06,18.168
2,0.3,1,0.5,1,0.46168,73.426,68.195
2,0.3,1,1,1,0.29661,88.954,57.817
2,0.3,1,1.5,1,0.34452,144.73,80.923
2,0.7,0,0.5,1,0.76924,416.67,0.46626
2,0.7,0,1,1,0.73474,205.58,7.7242
2,0.7,0,1.5,1,0.68288,118.75,34.428
2,0.7,1,0.5,1,0.78478,66.438,60.543
2,0.7,1,1,1,0.6796,109.76,68.487
2,0.7,1,1.5,1,0.69635,110.75,56.055
3,0,0,0.5,1,0,NaN,NaN
3,0,0,1,1,0,NaN,NaN
3,0,0,1.5,1,0,NaN,NaN
3,0,1,0.5,1,0,NaN,NaN
3,0,1,1,1,0,NaN,NaN
3,0,1,1.5,1,0,NaN,NaN
3,0.3,0,0.5,1,0.29438,416.67,0.53502
3,0.3,0,1,1,0.24601,193.18,10.966
3,0.3,0,1.5,1,0.26038,416.67,0.68355
3,0.3,1,0.5,1,0.2478,62.242,56.9
3,0.3,1,1,1,0.26574,105.19,44.97
3,0.3,1,1.5,1,0.15413,96.735,35.385
3,0.7,0,0.5,1,0.72317,416.67,0.4628
3,0.7,0,1,1,0.633,416.67,0.51993
3,0.7,0,1.5,1,0.641,127.11,34.567
3,0.7,1,0.5,1,0.79915,64.228,69.191
3,0.7,1,1,1,0.69714,107.4,50.544
3,0.7,1,1.5,1,0.73858,110.41,54.943
4,0,0,0.5,1,0,NaN,NaN
4,0,0,1,1,0,NaN,NaN
4,0,0,1.5,1,0,NaN,NaN
4,0,1,0.5,1,0,NaN,NaN
4,0,1,1,1,0,NaN,NaN
4,0,1,1.5,1,0,NaN,NaN
4,0.3,0,0.5,1,0.30535,416.67,0.47763
4,0.3,0,1,1,0.2712,416.67,0.5692
4,0.3,0,1.5,1,0.30452,416.67,0.60594
4,0.3,1,0.5,1,0.31384,60.528,64.589
4,0.3,1,1,1,0.30462,76.09,47.924
4,0.3,1,1.5,1,0.21836,128.27,70.76
4,0.7,0,0.5,1,0.73004,416.67,0.47167
4,0.7,0,1,1,0.63119,416.67,0.57106
4,0.7,0,1.5,1,0.63455,143.16,18.96
4,0.7,1,0.5,1,0.68633,65.598,65.618
4,0.7,1,1,1,0.6759,122.9,61.866
4,0.7,1,1.5,1,0.6442,110.61,41.916
5,0,0,0.5,1,0.47025,232.62,62.606
5,0,0,1,1,0,NaN,NaN
5,0,0,1.5,1,0,NaN,NaN
5,0,1,0.5,1,0,NaN,NaN
5,0,1,1,1,0,NaN,NaN
5,0,1,1.5,1,0,NaN,NaN
5,0.3,0,0.5,1,0.37543,416.67,0.4784
5,0.3,0,1,1,0.30584,136.43,21.029
5,0.3,0,1.5,1,0.25614,416.67,0.58371
5,0.3,1,0.5,1,0.28564,63.887,48.552
5,0.3,1,1,1,0.39689,136.85,72.528
5,0.3,1,1.5,1,0.16867,416.67,0.52954
5,0.7,0,0.5,1,0.70088,416.67,0.45565
5,0.7,0,1,1,0.6837,416.67,0.5671
5,0.7,0,1.5,1,0.58532,416.67,0.55476
5,0.7,1,0.5,1,0.73121,65.663,62.03
5,0.7,1,1,1,0.63921,106.36,39.204
5,0.7,1,1.5,1,0.62538,105.26,48.423
6,0,0,0.5,1,0,NaN,NaN
6,0,0,1,1,0,NaN,NaN
6,0,0,1.5,1,0,NaN,NaN
6,0,1,0.5,1,0,NaN,NaN
6,0,1,1,1,0,NaN,NaN
6,0,1,1.5,1,0,NaN,NaN
6,0.3,0,0.5,1,0.33166,416.67,0.56571
6,0.3,0,1,1,0.31416,179.03,11.318
6,0.3,0,1.5,1,0.33463,222.92,10.303
6,0.3,1,0.5,1,0.34404,75.927,69.097
6,0.3,1,1,1,0.21529,72.833,45.98
6,0.3,1,1.5,1,0.3287,134.26,37.676
6,0.7,0,0.5,1,0.67767,416.67,0.46468
6,0.7,0,1,1,0.62258,416.67,0.57009
6,0.7,0,1.5,1,0.54597,416.67,0.55425
6,0.7,1,0.5,1,0.68766,65.046,64.785
6,0.7,1,1,1,0.76314,114.13,50.802
6,0.7,1,1.5,1,0.6919,106.98,38.897
7,0,0,0.5,1,0,NaN,NaN
7,0,0,1,1,0,NaN,NaN
7,0,0,1.5,1,0,NaN,NaN
7,0,1,0.5,1,0,NaN,NaN
7,0,1,1,1,0,NaN,NaN
7,0,1,1.5,1,0,NaN,NaN
7,0.3,0,0.5,1,0.33097,416.67,0.4786
7,0.3,0,1,1,0.37495,212.66,7.5882
7,0.3,0,1.5,1,0.32395,416.67,0.60003
7,0.3,1,0.5,1,0.28415,57.781,64.942
7,0.3,1,1,1,0.35142,85.589,70.848
7,0.3,1,1.5,1,0.18634,176.9,9.9829
7,0.7,0,0.5,1,0.73386,416.67,0.46201
7,0.7,0,1,1,0.68689,256.03,3.8976
7,0.7,0,1.5,1,0.61316,186.74,10.194
7,0.7,1,0.5,1,0.74599,72.444,68.123
7,0.7,1,1,1,0.62398,93.149,57.04
7,0.7,1,1.5,1,0.65157,106.85,43.573
8,0,0,0.5,1,0,NaN,NaN
8,0,0,1,1,0,NaN,NaN
8,0,0,1.5,1,0,NaN,NaN
8,0,1,0.5,1,0,NaN,NaN
8,0,1,1,1,0,NaN,NaN
8,0,1,1.5,1,0,NaN,NaN
8,0.3,0,0.5,1,0.29325,416.67,0.51961
8,0.3,0,1,1,0.32675,156.27,15.811
8,0.3,0,1.5,1,0.42628,116.39,58.231
8,0.3,1,0.5,1,0.44308,94.111,82.284
8,0.3,1,1,1,0.33436,108.46,86.76
8,0.3,1,1.5,1,0.32323,124.61,40.417
8,0.7,0,0.5,1,0.68864,416.67,0.45048
8,0.7,0,1,1,0.54338,416.67,0.51641
8,0.7,0,1.5,1,0.58964,416.67,0.65925
8,0.7,1,0.5,1,0.72246,65.521,67.121
8,0.7,1,1,1,0.72236,106.8,59.79
8,0.7,1,1.5,1,0.76476,111.46,55.642
9,0,0,0.5,1,0,NaN,NaN
9,0,0,1,1,0,NaN,NaN
9,0,0,1.5,1,0,NaN,NaN
9,0,1,0.5,1,0,NaN,NaN
9,0,1,1,1,0,NaN,NaN
9,0,1,1.5,1,0,NaN,NaN
9,0.3,0,0.5,1,0.30439,416.67,0.48587
9,0.3,0,1,1,0.36089,416.67,0.59779
9,0.3,0,1.5,1,0.2736,416.67,0.67566
9,0.3,1,0.5,1,0.44848,90.719,81.723
9,0.3,1,1,1,0.25756,104.51,30.149
9,0.3,1,1.5,1,0.16278,131.77,28.515
9,0.7,0,0.5,1,0.73032,416.67,0.4654
9,0.7,0,1,1,0.66258,335.28,1.5117
9,0.7,0,1.5,1,0.59277,416.67,0.57733
9,0.7,1,0.5,1,0.66478,59.147,63.93
9,0.7,1,1,1,0.70892,99.269,53.493
9,0.7,1,1.5,1,0.75777,121.23,62.746
10,0,0,0.5,1,0,NaN,NaN
10,0,0,1,1,0,NaN,NaN
10,0,0,1.5,1,0,NaN,NaN
10,0,1,0.5,1,0,NaN,NaN
10,0,1,1,1,0,NaN,NaN
10,0,1,1.5,1,0,NaN,NaN
10,0.3,0,0.5,1,0.30622,416.67,0.53914
10,0.3,0,1,1,0.3808,201.12,9.6898
10,0.3,0,1.5,1,0.24533,416.67,0.60194
10,0.3,1,0.5,1,0.26989,58.236,65.668
10,0.3,1,1,1,0.346,115.43,65.387
10,0.3,1,1.5,1,0.39763,120.22,66.05
10,0.7,0,0.5,1,0.72389,416.67,0.45345
10,0.7,0,1,1,0.70693,168.1,13.644
10,0.7,0,1.5,1,0.68831,117.05,29.305
10,0.7,1,0.5,1,0.80044,69.962,67.29
10,0.7,1,1,1,0.68597,104.7,56.694
10,0.7,1,1.5,1,0.76726,112.69,55.893
