"","ID","crowded","ring","efficacy","latency","precision","val","valGuessing","pLRtest"
"1","CC","Yes","0",0.900643381765065,-0.174956084180986,0.880236316535004,87.7910674085848,159.818969889273,5.04508906083949e-31
"2","CH","Yes","0",0.520105032513685,1.09424418951745,1.44763970904296,150.008752459169,169.206948270139,2.32977273505299e-08
"3","CL","Yes","0",0.501344397305563,0.150963307557351,0.434602806813909,148.261597305102,188.273042268245,3.03477357643033e-17
"4","LC1SONA","Yes","0",0.843191996945668,0.440624808661526,1.12397896176468,109.549513008232,166.080405983832,2.40621599999796e-24
"5","LS2SONA","Yes","0",0.468673060995081,0.940577053418685,0.55332164737973,145.145124027307,176.019182429343,2.48707366271306e-13
"6","RN","Yes","0",0.599045374562177,0.869887568477941,0.890655070718339,131.941896242387,166.546017567461,6.3064439781264e-15
"7","WN","Yes","0",0.881915738513276,0.123048593358218,0.654676218753456,85.0554258613198,168.436840288443,6.36037532180221e-36
"8","CC","Bouma","0",0.930882272992597,-0.743076025016992,0.89970111206382,91.3387186490113,175.285213474263,3.62677718985261e-36
"9","CH","Bouma","0",0.375184640285628,0.718494836486272,1.39704346535489,161.130707814056,171.93608376495,7.85989876170833e-05
"10","CL","Bouma","0",0.636718185919992,0.165243156240339,0.958335891804622,119.059278190614,152.780187124726,1.50626746362067e-14
"11","LC1SONA","Bouma","0",0.842774809844584,0.0460149120910442,0.984558267389675,107.551421331306,169.480729415067,1.13844294138489e-26
"12","LS2SONA","Bouma","0",0.585356811066458,0.632169719747957,0.723157029113171,133.21111934401,170.760309047537,3.45160547617455e-16
"13","RN","Bouma","0",0.779498865067539,0.483262113140474,1.18233639279216,122.927237375476,171.797215387585,4.75763863484345e-21
"14","WN","Bouma","0",0.907430318812695,0.238984287081814,0.535621070501107,72.4784662757408,168.436840288443,2.35260858946218e-41
"15","CC","Yes","2",0.745745972014254,-0.767429224958121,1.55920820615384,134.459986785524,170.077365040311,2.321819130436e-15
"16","CH","Yes","2",0.212121266646409,1.55050185398741,0.15103275853297,164.91526730773,173.9788623681,0.000414064449167885
"17","CL","Yes","2",0.451751256601102,0.863542633243737,0.993954364101773,158.374978937806,178.616395586484,8.41774807025717e-09
"18","LC1SONA","Yes","2",0.61957358397742,0.0269128410210916,1.49781962228985,135.404971095018,159.94432910226,1.25508165002284e-10
"19","LS2SONA","Yes","2",0.515030045831082,0.358053272732443,0.9969569416978,145.037241029873,169.410398105892,1.47717978410162e-10
"20","RN","Yes","2",0.710587076692727,-0.262731424162714,2.5727999795721,158.47341206602,179.406855314571,4.28174983646357e-09
"21","WN","Yes","2",1,-0.805933172797922,2.07092290933945,112.152843405453,165.957868407032,3.58609699586663e-23
"22","CC","Bouma","2",0.925764560368051,-1.25743912217894,1.42974096792672,116.928653205774,181.829661320383,5.96676695814919e-28
"23","CH","Bouma","2",0,NA,NA,167.080844360717,169.474094179382,0.188115070839527
"24","CL","Bouma","2",0.559710754311243,0.565709756220987,1.65786935657716,149.656283566557,169.051223362744,1.9229856879008e-08
"25","LC1SONA","Bouma","2",0.579247722225002,0.0523525328506232,1.81467364812273,158.934254128169,178.982169004207,1.01681837953583e-08
"26","LS2SONA","Bouma","2",0.383753416928018,0.74630850924088,1.06013589925047,158.562720817091,172.845023956215,2.7644225262901e-06
"27","RN","Bouma","2",0.924406460147961,-0.00569881922537143,3,144.09321627724,169.678574227359,4.49906577569499e-11
"28","WN","Bouma","2",0.815089684933793,-0.524083986239414,1.36562022407987,122.862934232965,169.620491274486,3.84949508058934e-20
"29","CC","Yes","1",0.827685799454243,-0.0884431004960912,1.31540564224523,123.259050793002,175.709237841013,1.37272707602626e-22
"30","CH","Yes","1",0.160839191353341,0.577181154399439,0.0718313446458134,161.759696649957,168.538160826225,0.0035747030169682
"31","CL","Yes","1",0.66044741024527,0.664529846377868,1.30227544724721,140.528240542409,173.061584028277,4.85394649195585e-14
"32","LC1SONA","Yes","1",0.570655812575837,0.280664449903681,0.894939343135535,140.841478623446,173.277061204932,5.34463132956912e-14
"33","LS2SONA","Yes","1",0.491089854335653,0.558071451449398,0.738124027948449,136.972031212567,163.478167663692,1.82234949729595e-11
"34","RN","Yes","1",0.855232261036385,0.393623279759751,2.43804444465448,133.173748292561,162.805517153821,8.4444479748519e-13
"35","WN","Yes","1",0.948513743978896,0.105391296257955,0.97640421130709,91.5194302404952,174.792947469139,7.0805018745331e-36
"36","CC","Bouma","1",0.901822402796208,-0.945135323466035,0.625153153248573,74.9106943422683,158.902679517399,3.4664179959057e-36
"37","CH","Bouma","1",0.183282420670915,0.562234632478807,0.822988294843607,166.668514066819,171.154144854842,0.0296754298115328
"38","CL","Bouma","1",0.650358012878155,0.454671871382929,1.20355878134641,135.898897660471,169.064115514577,2.60453861270401e-14
"39","LC1SONA","Bouma","1",0.689883666518932,0.209102479652453,1.14759182571575,137.27336503191,176.954032259859,4.2074816251443e-17
"40","LS2SONA","Bouma","1",0.582516530134884,0.960814486907189,1.5598193521996,149.490584523971,171.342176915326,1.74496767763632e-09
"41","RN","Bouma","1",0.621920501615816,-0.0850618270102335,1.78455930630011,153.47380005594,175.563477545868,1.38242333069424e-09
"42","WN","Bouma","1",0.884307399357953,0.0641513148640898,1.08412204479259,105.954430622922,172.342936215656,1.36324698950392e-28
